Session_Name_,Trial_Index_,Trial_Recycled_,condition,text,question,expected_key,QUESTION_KEY_PRESSED,QUESTION_RT,QUESTION_ACCURACY,SENTENCE_RT,speechid,paragraphid,counterbalance,LAST_COUNTERBALANCE
P18,19,False,experiment,"Det jeg bare prøver at sige er, at der findes mange forskellige verdener og at vi selv vælger hvilken vi vil leve i. Jeg valgte engang at være læge og måtte tage konsekvenserne. I har valgt at leve i en verden hvor I kun er lykkelige hvis I er gældfri og slanke og har gode jobs. Og I tager konsekvenserne hver dag i form af sorg, ulykke og ondt i maven. Jeg kunne have fået pigen, hvis jeg var læge. Men det er jeg ikke. Jeg kunne måske have fået hende alligevel, hvis jeg havde været ærlig og sagt at jeg ikke havde noget job. Vi kunne måske alle sammen være lykkelige, hvis vi var rige og gældfri. Men det er vi ikke. ",NO QUESTION,,.,-1,-1,27881,1165,8,9,9
P18,20,False,experiment,"Vi sidder i gæld til halsen med klimakriser og finanskriser og inkompetente politikere og voksne der vil være børn og store, væmmelige firmaer, der ejer vores kroppe og sjæle. Den verden, vi prøver at bilde os selv ind at vi lever i, eksisterer ikke, og kommer heller aldrig til det. Jeg bliver aldrig læge. Jeg ved ikke engang hvor pigen er i dag. Vi bliver aldrig gældfrie og perfekte, og vi ved ikke engang hvordan det ville være.",NO QUESTION,,.,-1,-1,15198,1165,9,9,9
P18,21,False,experiment,"Faktisk er det ikke helt sandt, det jeg siger nu. Jeg har været tæt på at være gældfri i 2007. I samme periode var jeg også tæt på at bryde mig om mit udseende og lige ved at kunne lide mit arbejde. Det var ikke lige så chokerende som mødet med løberen i Fælledparken, men det var tæt på. Det var forfærdeligt. Det var jo slet ikke mig! Jeg kunne ikke kende mig selv. Men heldigvis gik der kun et par måneder, så var jeg tilbage på det nedadgående spor igen.",NO QUESTION,,.,-1,-1,12822,1165,10,9,9
P18,22,False,experiment,"Det er Sankt Hans. Dagene bliver kortere og nætterne bliver mørkere. Og det er ikke jeres regninger I skal smide på bålet, hvis I vil have det bedre. Det er jeres forestillinger om hvad der sker, når de ikke findes længere, som I skal af med. Og når I kommer af med dem, så kan I begynde at leve sammen med os andre i den verden vi også lever i.",Spørgsmål:\nMener taleren at det vil hjælpe på ens velbefindende at brænde sine regninger?,1.0,1,5223,1,10760,1165,11,9,9
P18,23,False,experiment,"Løberen døde. I er i live. Det er skattereformen også. Og hvis I synes det er noget snavs, så husk at der er en stor demonstration imod de blårøde og deres uhæderlige verdener i dag klokken 16 foran Finansministeriet. Og nej, vi futter ikke Bjarne Corydon af. Der er simpelthen ikke skaft nok mellem benene på ham til at vi kunne få ham til at sidde fast på bålet.",NO QUESTION,,.,-1,-1,15781,1165,12,9,9
P18,24,False,experiment,God demo og god sommer.,NO QUESTION,,.,-1,-1,1232,1165,13,9,9
P18,26,False,experiment,"Det var en spand med grå, døde hummere på Gilleleje Havn, som endelig fik offentligheden til at indse, at landbruget ikke bare kunne gøde og sprøjte, så meget de ville. TV Avisens indslag i 1986 betød et vendepunkt i dansk miljøpolitik.",NO QUESTION,,.,-1,-1,10443,1318,0,9,9
P18,27,False,experiment,"Manglende ålegræs og døde hummere er ikke ligefrem noget at være stolte af. Til gengæld kan vi godt være lidt stolte af det, der skete i årene efter TV Avisens indslag. Der blev nemlig taget fat: Danmark fik sin første vandmiljøplan, og vi blev foregangsland på vandmiljøområdet. Der blev også sat gang i naturgenopretning og skovrejsning. Initiativer, der gav danskerne mange gevinster, blandt andet også bedre vandmiljø.",NO QUESTION,,.,-1,-1,17222,1318,1,9,9
P18,28,False,experiment,"Men hvis vi nu kun kigger 5 eller 10 år tilbage, så er der måske ikke så meget at bryste sig af mere. Vores vandmiljø har det stadig ikke godt nok, vores indsats er langsom og halvhjertet, og vi er for længst blevet overhalet af EU og vandrammedirektivet.",Spørgsmål:\nMener taleren at det danske vandmiljø har det godt nok?,2.0,2,5051,1,9361,1318,2,9,9
P18,29,False,experiment,"EU's vandrammedirektiv er faktisk inspireret af den tidlige danske vandmiljøindsats. Så det er lidt ironisk, at vi har haft så svært ved at følge op på EU's regler under den tidligere regering. Det kan vi gøre bedre, og det vil jeg gerne tage min del af ansvaret for: Vi skal stramme op. Vi skal ikke bare leve op til EU's regler. Vi skal også igen blive førende.",NO QUESTION,,.,-1,-1,12531,1318,3,9,9
P18,30,False,experiment,Men hvad er der sket siden 1986? Hvad er behovet nu og her? Og hvordan får vi sammen Danmark tilbage i førersædet? Det vil jeg give mit bedste bud på de næste 10-15 minutter.,NO QUESTION,,.,-1,-1,10273,1318,4,9,9
P18,31,False,experiment,"Når vi gør status over miljøtilstanden, ser det heldigvis ikke helt sort ud alt sammen. Der er sket forbedringer. Udledning af næringsstoffer er blevet væsentligt reduceret. I de sidste par år har vi haft færre områder med iltsvind, og på steder, hvor der tidligere var iltsvind, er der de seneste år kommet flere bunddyr, og der er begyndende tegn på forbedringer også for ålegræsset.",NO QUESTION,,.,-1,-1,15461,1318,5,9,9
P18,32,False,experiment,"Men at tegnene på forbedring har været – og stadigvæk er – så langsomme om at slå igennem, viser netop, at vi har været i en situation, hvor vi har belastet miljøet så hårdt, at det er utroligt svært at vende tilbage til udgangspunktet. Økosystemernes robusthed er blevet nedbrudt, og balancerne er blevet forskudt.",NO QUESTION,,.,-1,-1,10874,1318,6,9,9
P18,33,False,experiment,"Det tager rigtig lang tid at få bygget naturens systemer op igen. Vi kan ikke bare lade stå til. Vi kan heller ikke klare os med hurtige løsninger. Vi skal blive ved og ved og tænke store sammenhænge og langsigtet. Det kræver en kæmpe indsats, et godt samarbejde, en bred forståelse for hinandens problemer, en god dialog og en innovativ udvikling af ny teknologi.",NO QUESTION,,.,-1,-1,13664,1318,7,9,9
P18,34,False,experiment,"Hvis vi for et kort øjeblik ser tilbage, fik vi allerede i 1981 de første varsler på, at der var noget galt i de danske farvande, hvor vi oplevede omfattende fiskedød og iltsvind flere steder. I 1985 kom der så en handlingsplan for kvælstof, fosfor og organisk stof. Men det var først med de døde hummere i Kattegat i 1986, at der for alvor blev sat gang i debatten om vores vandmiljø, og det blev til ikke mindre end tre vandmiljøplaner i årene 1987-2004.",NO QUESTION,,.,-1,-1,21697,1318,8,9,9
P18,35,False,experiment,"Vandmiljøplan I og II rummede en bred indsats over for rigtig mange kilder: landbrug, industri, by-spildevand, dambrug og havbrug. Nu skete der noget. Der blev etableret rensningsanlæg ved byerne, store vådområder dukkede op i det danske landskab, og der blev påbegyndt en regulering af landbrugets udledninger. Og den regulering gælder stadig og den virker.",NO QUESTION,,.,-1,-1,15468,1318,9,9,9
P18,36,False,experiment,"Vandmiljøplan III fra 2004 fokuserede på en endnu bredere indsats for at nedbringe landbrugets påvirkning af vandmiljøet. De to første vandmiljøplaner er blevet gennemført og fik god effekt, men vandmiljøplan III fik aldrig den effekt, der var tilsigtet, og der er sket en kraftig neddrosling af indsatsen for vandmiljøet siden da.",NO QUESTION,,.,-1,-1,1264,1318,10,9,9
P18,37,False,experiment,"Hvor står vi nu? Nu har udledningen fra industrien fået en fornuftig regulering, by-spildevandet bliver renset, og forureningen fra landbruget er reduceret væsentligt. Landbrugets forurening er dog stadig meget markant, når vi snakker om vandmiljø, og det er vores helt store udfordring. Det er den udfordring vi særligt skal tage fat om i de kommende vandplaner. Og der skal gøres en fornyet indsats for at få gennemført spildevandshåndtering i spredt bebyggelse.",Spørgsmål:\nMener taleren at udledningen fra industrien er fornuftigt reguleret?,1.0,2,2967,0,19787,1318,11,9,9
P18,38,False,experiment,"Hvad vil vi gerne have? Vi skal have en sammenhængende indsats i forhold til Danmarks vandmiljø med vandløb, søer, vådområder, fjorde, hav og grundvand. Vandet skal flyde rent og naturligt igennem enge, vådområder, skove og et velfungerende bæredygtigt landbrugsland og ende i rene fjorde og kystvande. Vi skal have nogle sammenhængende og naturlige økosystemer, med naturlige processer og naturlig dynamik, hvor vi får genoprettet balancer og robusthed i systemerne. Her skal være plads til vandets naturlige bevægelse og fluktuationer og plads til vandmiljøets sammenhæng og samspil med de tilgrænsende arealer.",Spørgsmål:\nMener taleren at havmiljøet er være en del af den sammenhængende indsats for Danmarks vandmiljø?,1.0,1,7046,1,24253,1318,12,9,9
P18,39,False,experiment,"Derfor er jeg også rigtig glad for at kunne sige, at der over de næste to år er afsat yderligere 159 millioner kroner til at etablere flere store vådområder. Disse vådområder – søer og våde enge – skal være med til at sikre, at Danmark får et bedre miljø, reducere kvælstofkoncentrationen og give en rigere natur. Samtidig kan de være med til at opsamle regn under skybrud og give gode friluftsoplevelser. Vådområder er et rigtig godt middel til at løse flere ting på engang. Det er sådan nogle virkemidler, vi skal have fat i. Vi skal i det hele taget bruge vores hoveder og finde mange flere virkemidler. Randzoner, ådale og nye skove er rigtig gode virkemidler, som jeg glæder mig til at sætte mit præg på.",NO QUESTION,,.,-1,-1,25788,1318,13,9,9
P18,40,False,experiment,"Men hvad vil regeringen gøre? Her må jeg dele det op i tre dele, nemlig: her og nu, om et øjeblik – og lige straks. Her og nu må vi få vedtaget vandplanerne i en fart. Om et øjeblik – eller to – går vi i gang med at arbejde imod en fuld gennemførelse af EU's Vandrammedirektiv og Natura 2000-direktiverne, og i 2012 skal Havstrategidirektivets basisanalyse og miljømål være på plads. Og lige straks går vi i gang med det visionære: en mere overordnet grøn omstilling af Danmark.",NO QUESTION,,.,-1,-1,23218,1318,14,9,9
P18,41,False,experiment,"Jeg vil tage til Bruxelles og drøfte forventningerne til den fremadrettede indsats med miljøkommissæren. EU-formandskabet er også vigtigt, når det drejer sig om at gøre landbrugspolitikken og tilskudsordningerne 'grønnere'. Fødevareministeren og jeg vil presse på for at få tilskudsordninger, der på bedste vis kan hjælpe os til at nå visionære mål for vandmiljø og natur.",NO QUESTION,,.,-1,-1,15867,1318,15,9,9
P18,42,False,experiment,"Jeg sidder jo nu som ny minister og er nødt til at sende nogle vandplaner ud, som jeg ikke selv har lavet. Tro mig, de ville have set noget anderledes ud, hvis jeg havde været minister i de år, de er blevet til i. Skulle jeg så stoppe dem? Nej, for vi er allerede stærkt forsinkede.",NO QUESTION,,.,-1,-1,11182,1318,16,9,9
P18,43,False,experiment,"Nu er det vigtigt, at de kommer ud, og at vi kommer i gang med at gennemføre den indsats, der trods alt er i udkastene til planerne. Og det er en stor miljøsejr, at de vandplaner overhovedet kommer i gang. Med de kommende generationer af vandplaner og de nye havstrategier skal vi nok anstrenge os for at komme videre, så vi kan nå miljømålene. Vi må og skal leve op til kravene i EU's direktiver. Men det skal selvfølgelig gøres på den bedste måde og uden at lukke hverken landbruget eller industrien i Danmark.",NO QUESTION,,.,-1,-1,18917,1318,17,9,9
P18,44,False,experiment,"Vi nedsætter derfor en uafhængig natur- og landbrugskommission, som effektivt skal tage fat på løsningen af landbrugserhvervets miljømæssige udfordringer. Ikke mindst i forhold til natur- og vandmiljøindsatsen. Men også klimaindsatsen kommer til at indgå i kommissionens arbejde.",NO QUESTION,,.,-1,-1,11268,1318,18,9,9
P18,45,False,experiment,"Regeringen vil på den baggrund fremlægge en køreplan for fuld gennemførelse af EU's vandrammedirektiv og Natura 2000-direktiverne, så Danmark kommer tættere på en rettidig gennemførelse af vand- og naturplanerne. Det er også nødvendigt, hvis Danmark skal kunne bidrage til at gennemføre den europæiske vand- og naturlovgivning i hele EU. Ikke mindst under Danmarks EU-formandskab. Og det er i høj grad intentionen: Når Danmark sidder i formandsstolen, vil vi kæmpe for at få en grøn omstilling af EU højt på dagsordenen.",NO QUESTION,,.,-1,-1,21641,1318,19,9,9
P18,46,False,experiment,"Men hvordan kan man overhovedet tale om at tage et større hensyn til miljøet, når verden står midt i en økonomisk krise? Her siger vi i regeringen, at det er netop det, vi skal tale om. For vi har i virkeligheden to kriser: en økonomisk krise og en klima- og miljøkrise. Vores klode kan ikke klare presset på ressourcer og på klimaet, hvis vi bliver ved med at forbruge og forurene i det tempo, vi ser nu. Derfor er det tydeligt for mig og resten af regeringen, at de to kriser skal løses sammen. Og miljøet er nøglen til at løse flere af de økonomiske problemer, vi står med lige nu. Det er jeg overbevist om. Hvis vi får skabt en bæredygtig vækst, der udnytter ressourcerne bedre og udvikler ny miljøteknologi, kan vi både hjælpe miljøet og økonomien.",NO QUESTION,,.,-1,-1,29532,1318,20,9,9
P18,47,False,experiment,"Regeringen ønsker at få Danmark tilbage i front, når det kommer til bæredygtige løsninger, både i industrien, i landbruget og i byerne. Danmark skal være et grønt demonstrationsland. Her skal nye teknologier udvikles og afprøves, så de bliver efterspurgt globalt. Det skal for eksempel være her, den nyeste biogasteknologi udvikles. Det er ikke alene godt for klimaet, når landbruget laver gas i stedet for gyllespredning.",NO QUESTION,,.,-1,-1,15617,1318,21,9,9
P18,48,False,experiment,"Det kan også give god økonomi og nye eksportmuligheder. Der er masser af muligheder i grøn omstilling. Men det kræver en nytænkning og en dedikeret tilgang til projekterne. Vi vil også fortsat sikre mere natur og skov. Den grønne omstilling handler i høj grad også om at give naturen mere plads for også at styrke vores velfærd. Det kræver også, at rammerne tillader det og motiverer det.",NO QUESTION,,.,-1,-1,14869,1318,22,9,9
P18,49,False,experiment,"Derfor vil jeg gå i dialog med jer, med landbruget, med industrien og med andre, der har fingeren i jorden, for at finde frem til en miljøregulering, der lige præcis peger i den rigtige retning uden at lægge hindringer i vejen for en grøn omstilling. Jeg kan med glæde konstatere, at dambrugsområdet nu får en intelligent regulering til gavn for miljø, teknologiproducenter og erhverv. Her opnås en reduktion af organisk materiale til vores vandløb og søer samtidig med at produktionen øges og erhvervet styrkes.",NO QUESTION,,.,-1,-1,21766,1318,23,9,9
P18,50,False,experiment,"Det er bare et eksempel på en vej at gå, for vi kan ikke bare betale os til flotte løsninger – og slet ikke nu, hvor statskassen praktisk talt er tom. Vi skal bruge vores hoveder, og 100.000 hoveder tænker bedre end et. Derfor skal både landbrug, miljøorganisationer, embedsmænd, forskere, virksomheder og finansfolk lægge hovederne i blød og dele deres tanker og ideer med hinanden.",NO QUESTION,,.,-1,-1,14498,1318,24,9,9
P18,51,False,experiment,"Langsigtede visioner, fri kreativitet, nye veje og samarbejde på tværs skal være i højsædet. Og visioner skal ikke bare være noget, vi snakker om ved festlige lejligheder. De skal føre til handling. Senere på ugen håber jeg at kunne præsentere de nye vand- og naturplaner. Der sker noget nu, og det vil jeg glæde mig over på vandmiljøets og naturens vegne. Og jeg vil efterfølgende lytte til jeres ideer til, hvad vi skal lægge vægt på, når vi forbereder næste runde af vandplaner. ",NO QUESTION,,.,-1,-1,19261,1318,25,9,9
P18,52,False,experiment,"Min egen personlige vision som minister handler derfor om at føre en bred dialog og udvikle et godt samarbejde. Netop derfor vil jeg sige til alle interesseorganisationerne, at nu har I en regering, der lytter til gode forslag og ideer. Så læg dem endelig på bordet, så vi kan få et konstruktivt samarbejde – både om de næste generationer af vandplaner og om alt det andet lige fra døde, grå hummere til sprællevende bævere og bisoner.",NO QUESTION,,.,-1,-1,19235,1318,26,9,9
P18,54,False,experiment,"Kære studenter\nI dag er en festdag! I dag har jeg fornøjelsen af at skulle dimittere jer som studenter fra Gribskov Gymnasium, men inden vi når så langt, har jeg muligheden for at få jeres fulde opmærksomhed og give jer et par bevingede ord med på vejen.",NO QUESTION,,.,-1,-1,10265,17526,0,6,6
P18,55,False,experiment,"I har nu været på Gribskov Gymnasium i 3 år – jeg har kun været her et halvt år, så jeg kender ikke jer alle sammen så godt, men jeg vil gerne sige tusind tak til jer alle sammen for den imødekommende og positive modtagelse, I har givet mig.",NO QUESTION,,.,-1,-1,9914,17526,1,6,6
P18,56,False,experiment,"I har de sidste tre år været med til at skabe en skole med en særlig rummelighed og sammenhold. Undervejs i de tre år er I blevet udfordret fagligt: I har måtte kæmpe jer vej igennem myriader af tekster og utallige skriftlige opgaver, som I nu kan se tilbage på og tænke på som delelementer i den stærke faglighed, I nu besidder. I har været aktive og engagerede både i den daglige undervisning og i skolens øvrige liv: I har peppet hverdagen op med kreative indslag til morgensamling, debatteret med iver til elevrådsarrangementer og mange af jer har hvert år i januar kæmpet for at få skolekomedien klar til premieren.",NO QUESTION,,.,-1,-1,38094,17526,2,6,6
P18,57,False,experiment,"I har været elever på et lokalt gymnasium, men I har også fået globalt udsyn. Mange af jer har været på besøg hos vores partnerskoler rundt om i verden og 5 af jer skal til Kina i sommerferien for at undervise i engelsk på summer school. ",NO QUESTION,,.,-1,-1,6470,17526,3,6,6
P18,58,False,experiment,"I den sidste måned har I svedt over skriftlige og mundtlige eksamener og jeres eksamensresultater viser, at I har suget fagligheden til jer og har fået stort udbytte af undervisningen – det skal I være stolte over og glade for.",NO QUESTION,,.,-1,-1,6726,17526,4,6,6
P18,59,False,experiment,"Som studenter fra Gribskov Gymnasium har I fået en faglig uddannelse af meget høj kvalitet. I har også (uden måske altid at opdage det) fået en helt særlig almendannelse. Faglighed og almendannelse går hånd i hånd. Almendannelse betyder for mig, at man ved, at man ikke ved alt, men at man er vidende om verdens mangfoldighed og at man er interesseret i den. Almendannelse er også, at man kan huske særlige faglige begreber (uden nødvendigvis at kunne huske alle deltaljerne).",Spørgsmål:\nEr dette en tale for studenter fra Søndersø Gymnasium?,2.0,2,2752,1,17498,17526,5,6,6
P18,60,False,experiment,"Måske vil I altid huske begreber som integraler og vektorer. Måske kan I i søvne genkalde jer det periodiske system. Måske vil I bære rundt på brudstykker af litteratur, som f.eks. strofer fra 9. Sang i Homers Iliaden, så som: 'Ham gensvarede Achilles den helt med det hurtige fodtrin: Ætling af Zeus! Leartes’s Søn! Odysseus du snilde! Bladet fra mund jeg tage nu bør frimodig, og sige, hvad jeg mener og hvad der forsand fuldbyrdet skal vorde,'. Eller måske vil den første linje i Allen Ginsbergs klassiske digt 'Howl' for altid være indprentet i jeres hukommelse: 'I saw the best minds of my generation destroyed by madness, starving hysterical naked'. ",NO QUESTION,,.,-1,-1,35015,17526,6,6,6
P18,61,False,experiment,"Nu ved jeg godt, at litteratur ikke læses som fornøjelse af alle unge i dag, eller som én af jer skriver i den skriftlige danske eksamensopgave fra den 22. maj: '... på gymnasierne bliver eleverne tvunget – ja, de fleste unge mennesker mener faktisk, at det er tvang – til at læse forskellige litterære klassikere...”. Jeg tror, at hvis ikke I var blevet 'tvunget' til at få udfordret jeres horisont både litterært, fagligt og videnskabeligt – så ville I ikke have fået en almendannelse. I kom ind i på Gribskov Gymnasium som elever og I går ud som studerende besiddende en helt unik kombination af faglighed og almendannelse, som netop kendetegner studenter fra danske gymnasier.",NO QUESTION,,.,-1,-1,26232,17526,7,6,6
P18,62,False,experiment,"Jeg vil benytte lejligheden til at opfordre jer til nu, når I forlader gymnasiets trygge rammer at kaste jer ud i livet; I skal opleve verden, prøve jer selv af, begå fejltrin og lære af dem. Det kan virke skræmmende for måske ved I slet ikke, hvad I gerne vil prøve – og det er helt ok ikke at vide det. Men hvis I bare er nysgerrige, så I har muligheden for at prøve mange forskellige ting – nyd det!",NO QUESTION,,.,-1,-1,16611,17526,8,6,6
P18,63,False,experiment,"Fra alle sider får I tudet ørene fulde af, at I skal skynde jer at komme videre i uddannelsessystemet – I får (igen og igen) at vide, at I skal vælge rigtigt første gang. Sabbatår italesættes som 'spildtid'. I får at vide at det maksimum er 2 år, I må være væk fra det etablerede uddannelsessystem (jeg var 'væk' fra det etablerede uddannelsessystem i 5 år, hvor jeg lavede gøgl og teater, men det er da gået ok sidenhen). I vil i fremtiden blive mødt af flere ord som Produktivitetskommission og Fremdriftsreform. Den slags ord brugt i uddannelsesverdenen beskriver tiltag, som har til formål at få jer hurtigere igennem uddannelsessystemet. Og ydermere så må det ikke være sjovt, men det skal være hårdt at uddanne sig. Men hårdt og sjovt er ikke modsætninger. ",NO QUESTION,,.,-1,-1,30565,17526,9,6,6
P18,64,False,experiment,"Det at kæmpe for noget, det at arbejde fagligt med svært stof i et fag er (eller bør være) sjovt og stimulerende og bør skabe nysgerrighed. Jeg håber, at I vil huske jeres tid her på Gribskov Gymnasium som nogle hårde, men gode og sjove år. Jeg tror på, at hvis man trives og er glad for det man laver, så lærer man mere – det ene udelukker ikke det andet. Og det skal I holde fast i uanset, hvad I måtte vælge at lave fremover.",NO QUESTION,,.,-1,-1,15016,17526,10,6,6
P18,65,False,experiment,"Hvis I ved, hvad I vil studere, så kast jer ind i de videregående studier. Hvad enten det er korte, mellemlange eller lange uddannelser, I vælger, så venter der mange gode oplevelser og udfordringer. Tag med studiet ud i verden (det er ikke kun muligt at rejse i et sabbatår – husk det). Hvis I overhovedet ikke aner, hvad I vil være, eller hvis I bare er lidt i tvivl om, hvad I gerne vil, så vil jeg ikke anspore jer til at skynde jer. I må gerne tage det stille og roligt. For det kan også være godt at gøre noget langsomt. Jeres forældre har måske sagt til jer at 'det er sundt at kede sig' – og det er der en vis sandhed i. I kunne f.eks. bare udfordre jer selv: slukke mobil og Facebook en enkelt dag, og se hvad der så sker uden konstante digitale forstyrrelser.",NO QUESTION,,.,-1,-1,22682,17526,11,6,6
P18,66,False,experiment,"Måske kunne der ske det, at I fik stoppet op og tænkt over, hvad I egentlig vil. Hvis I ikke ved, hvad I brænder for, så tag jer tid til at finde ud af det - for selv om det kan gøre vejen længere og måske langsommere, end det der forventes af jer, så fører det at gøre noget, man brænder for, altid til uventede nye muligheder. Intet af det I kommer til at opleve, må I betragte som 'spildtid'. I suser måske glade og fornøjede igennem det etablerede uddannelsessystem og ender med en ph.d.-stilling på et internationalt universitet, men det kan også være, at I tager en omvej og kommer til at klippe får i Australien, bliver vikarer på folkeskoler, tager et par år i Netto og så bliver globetrottere og rejser verden rundt.",NO QUESTION,,.,-1,-1,28362,17526,12,6,6
P18,67,False,experiment,"Måske får I et par sæsoner som skibumser i alperne, eller måske tager I på højskole og spiller musik, maler, laver teater og får – som de siger i reklamen - venner for livet. Uanset hvad I gør, vil I altid få erfaringer (både gode og dårlige), som I kan tage med jer.",NO QUESTION,,.,-1,-1,10889,17526,13,6,6
P18,68,False,experiment,"Jeg vil nu tale om to begreber, som det for mig er vigtigt, at I altid holder jer for øje; uanset, hvad I måtte komme til at lave: hvad enten I læser videre med det samme eller senere; hvad enten I skal arbejde eller rejse; hvad enten I har en helt klar plan for fremtiden eller overhovedet ikke aner, hvad I skal. Det ene begreb er 'glæde' og det andet begreb er 'mod', og disse to begreber er for mig at se tæt forbundne.",NO QUESTION,,.,-1,-1,15037,17526,14,6,6
P18,69,False,experiment,"Begrebet 'glæde' beskriver en værdi, som I selv skal finde ud af at definere. Det som giver mig 'glæde”, er ikke nødvendigvis det, som giver jer 'glæde'. I skal undersøge, hvornår I føler 'glæde' og kæmpe for, at I får så meget 'glæde' i jeres liv som overhovedet muligt. Det gælder både i det daglige og på den lange bane. Find ud af hvad der gør jer glade, tænk over, hvordan I kan dyrke dette og overvej, hvordan jeres videre færd ud i uddannelsessystemet og livet kan understøtte det, som I selv definerer som 'glæde'.",NO QUESTION,,.,-1,-1,16729,17526,15,6,6
P18,70,False,experiment,"At arbejde med det som giver jer 'glæde”, kræver 'mod'. 'Mod' defineres i Den Danske Ordbog som 'mental eller moralsk styrke til at handle eller tale i en situation der kan være til fare eller skade for én selv'. Det vil sige at 'mod' kræver, at man tør 'gøre' eller 'sige' noget farligt. Etymologisk kommer ordet 'mod' fra oldnordiske ord for 'vrede'. Der ligger altså i ordet en særlig energi, en følelse og et engagement. Dette genfinder vi i det engelske ord for mod: 'courage', som kommer af det franske ord 'courage', der betyder 'hjerte, de inderste følelser, temperament'. 'Mod' udtrykker altså en indre styrke; det er en vilje til at ville noget. Ofte ville vi nok ikke tænke, at det kræver 'mod' at søge og dyrke 'glæde', eller for at sige det på en anden måde: at søge de 'gode' begivenheder.",NO QUESTION,,.,-1,-1,27782,17526,16,6,6
P18,71,False,experiment,"Men filosoffen Ole Fogh Kirkeby giver os denne mulighed, når han skriver: 'Måske er det i sidste instans de gode begivenheder, der kræver mere mandsmod?' (Begivenhedsledelse og Handlekraft, 2006, s 15). I skal altså turde se verden direkte i øjnene og turde tro på det gode og det som giver jer 'glæde'. Derved udviser I det, som Ole Fogh Kirkeby kalder 'handlekraft'. Og dette er kun muligt, hvis I ved, hvor I selv står. Det er kun muligt, hvis I ved, hvad der er vigtigt for jer og for jeres liv.",NO QUESTION,,.,-1,-1,22029,17526,17,6,6
P18,72,False,experiment,"Men at finde ud af det er ikke let, eller som en anden filosof, Simon Krohn, siger det: 'Det kan lyde så nemt, når man taler om at følge sit hjerte, men når det bliver konkret, og du skal gøre det i praksis, er det sjovt nok skræmmende. Det er faktisk tankevækkende, at det kan være lige så skræmmende at følge sit hjerte og gøre det, man ønsker allerdybest, som det er at se sine mørkeste dæmoner i øjnene.' (Nærmere Noget, 2013, s. 14). Det er altså ikke let at gøre det, man gerne vil. Det kræver mod, og det skal I huske. Bare fordi man godt kan lide noget, er det ikke enkelt at gøre det. Og ydermere vil I opleve, at det, der er vigtigt for jer, ikke er en statisk størrelse – det vil ændre sig over tid og derfor kræver det 'gode' kontinuerlig opmærksomhed.",Spørgsmål:\nHenviser taleren til en bog der hedder 'Nærmere Ingenting'?,2.0,2,5939,1,32828,17526,18,6,6
P18,73,False,experiment,"Når I ved, hvor I selv står (nu), hvad der giver jer glæde (nu), og I har modet til at følge det, så vil I også lettere kunne forstå, hvor andre mennesker står, og hvad der giver dem glæde og er vigtigt for dem. Med 'glæde' og 'mod' som pejlemærker er jeg derfor sikker på, at I hver især også altid vil kunne fortsætte med at skabe og deltage i særlige sammenhold (hvor I end kommer). Sammenhold som forhåbentlig bliver lige så stærke som det sammenhold, I været med til at skabe på Gribskov Gymnasium, og som er medvirkende til at skabe den helt særlige stemning (eller 'ånd', hvis vi skal være lidt højtragende), som jeg som udefrakommende med det samme oplevede var et særkende for Gribskov Gymnasium.",Spørgsmål:\nMener taleren at sammenhold er et særkende for Gribskov Gymnasium?,1.0,1,3135,1,29028,17526,19,6,6
P18,74,False,experiment,"Jeg håber, at I med glæde og mod vil udvise rummelighed overfor andre mennesker og sørge for ikke kun at tage hånd om jer selv, men også om alle de mennesker, som I endnu ikke kender, mennesker som I kommer til at rejse, studere, arbejde og leve sammen med.",NO QUESTION,,.,-1,-1,10614,17526,20,6,6
P18,75,False,experiment,"Undervejs i jeres liv vil I måske fare vild. I vil måske opleve det som den amerikanske kunstner William Fox har kaldt 'cognitive dissonance in isotropic spaces' (Macfarlane, The Old Ways, 2013, s.9), hvilket kan oversættes til følelsen af at fare vild i rum, der tilsyneladende ser ens ud i alle retninger. Denne følelse kan man have når man står i en ørken med sand i alle retninger eller er fanget i tåge i bjergene. Men jeg forestiller mig også at det kan være den følelse, I står med nu, hvor I har alle muligheder og alle muligheder måske ser ens eller lige gode ud. Hvad vej I går, er op til jer. Det kan være godt at fare lidt vild og det vil give jer en ballast, som I først opdager senere.",Spørgsmål:\nRefererer taleren til William Fox?,1.0,1,2312,1,34459,17526,21,6,6
P18,76,False,experiment,"For at komme videre fra gymnasiet skal I altså ud at gå på egen hånd. Jeg vil anbefale jer helt bogstaveligt at gå – det er en aktivitet, som altid fører til noget nyt, hvis I blot husker jeres nysgerrighed og begiver jer ud i det rum, der lige nu tilsyneladende ser ens ud i alle retninger. Så vil alle veje føre til nye steder, ny viden, nye oplevelser og nye erfaringer. I sin glimrende bog The Lost Art of Walking skriver forfatteren Geoff Nicholson således: 'Moderne litteraturteori ser en lighed mellem at gå og at skrive: en gåtur indskriver sig i rum på samme måde som ord indskriver sig i en tekst.",NO QUESTION,,.,-1,-1,25046,17526,22,6,6
