unique_paragraph_id,participant_id,unique_trial_id,question,DE_RC,RC,DE,regime
p3,15,15_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,18,18_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",1_1.0,1.0,1,val_unseen_subject_seen_item
p3,18,18_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,1_1.0,1.0,1,val_unseen_subject_seen_item
p3,18,18_p3_tq_3,Sein Quark-Modell entwickelte...,1_0.0,0.0,1,val_unseen_subject_seen_item
p3,32,32_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_1.0,1.0,0,val_unseen_subject_seen_item
p3,32,32_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_0.0,0.0,0,val_unseen_subject_seen_item
p3,32,32_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,34,34_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_0.0,0.0,0,val_unseen_subject_seen_item
p3,34,34_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,34,34_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,37,37_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",1_1.0,1.0,1,val_unseen_subject_seen_item
p3,37,37_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,1_1.0,1.0,1,val_unseen_subject_seen_item
p3,37,37_p3_tq_3,Sein Quark-Modell entwickelte...,1_1.0,1.0,1,val_unseen_subject_seen_item
p3,38,38_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_1.0,1.0,0,val_unseen_subject_seen_item
p3,38,38_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,38,38_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,63,63_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_1.0,1.0,0,val_unseen_subject_seen_item
p3,63,63_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_0.0,0.0,0,val_unseen_subject_seen_item
p3,63,63_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,71,71_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_0.0,0.0,0,val_unseen_subject_seen_item
p3,71,71_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,71,71_p3_tq_3,Sein Quark-Modell entwickelte...,0_0.0,0.0,0,val_unseen_subject_seen_item
p3,75,75_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_1.0,1.0,0,val_unseen_subject_seen_item
p3,75,75_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_0.0,0.0,0,val_unseen_subject_seen_item
p3,75,75_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,78,78_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",1_1.0,1.0,1,val_unseen_subject_seen_item
p3,78,78_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,1_0.0,0.0,1,val_unseen_subject_seen_item
p3,78,78_p3_tq_3,Sein Quark-Modell entwickelte...,1_1.0,1.0,1,val_unseen_subject_seen_item
p3,79,79_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_0.0,0.0,0,val_unseen_subject_seen_item
p3,79,79_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,79,79_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,82,82_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_1.0,1.0,0,val_unseen_subject_seen_item
p3,82,82_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_0.0,0.0,0,val_unseen_subject_seen_item
p3,82,82_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,84,84_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_1.0,1.0,0,val_unseen_subject_seen_item
p3,84,84_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_0.0,0.0,0,val_unseen_subject_seen_item
p3,84,84_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,87,87_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_1.0,1.0,0,val_unseen_subject_seen_item
p3,87,87_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,87,87_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p3,105,105_p3_tq_1,"Was spricht dagegen, Neutronen als Elementarteilchen zu betrachten?",0_0.0,0.0,0,val_unseen_subject_seen_item
p3,105,105_p3_tq_2,Was ist die grundlegende Neuerung des Quarkmodells?,0_0.0,0.0,0,val_unseen_subject_seen_item
p3,105,105_p3_tq_3,Sein Quark-Modell entwickelte...,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,2,2_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,2,2_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,2,2_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,12,12_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,12,12_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,12,12_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,15,15_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,15,15_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,15,15_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,18,18_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,18,18_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,18,18_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,32,32_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,32,32_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,32,32_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,34,34_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,34,34_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,34,34_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,37,37_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,37,37_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,37,37_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,38,38_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,38,38_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,38,38_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,63,63_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,63,63_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,63,63_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,71,71_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,71,71_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,71,71_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,75,75_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,75,75_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,75,75_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,78,78_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,78,78_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,78,78_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,79,79_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,79,79_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,79,79_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,82,82_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,82,82_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,82,82_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,84,84_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,84,84_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,84,84_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,87,87_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,87,87_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,87,87_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,105,105_p5_tq_1,Warum wird die effektive Elektronenmasse benutzt?,0_1.0,1.0,0,val_unseen_subject_seen_item
p5,105,105_p5_tq_2,Wann ist eine Elektronenanregung durch ein Photon wahrscheinlicher?,0_0.0,0.0,0,val_unseen_subject_seen_item
p5,105,105_p5_tq_3,Warum ist die Energieparabel der Löcher nach unten gekrümmt?,0_1.0,1.0,0,val_unseen_subject_seen_item
b4,1,1_b4_tq_1,Welche Substanz ist reduzierend?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,1,1_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,1,1_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,2,2_b4_tq_1,Welche Substanz ist reduzierend?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,2,2_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,2,2_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,12,12_b4_tq_1,Welche Substanz ist reduzierend?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,12,12_b4_tq_2,Wo wird Glucose gebildet?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,12,12_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,15,15_b4_tq_1,Welche Substanz ist reduzierend?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,15,15_b4_tq_2,Wo wird Glucose gebildet?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,15,15_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,18,18_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,18,18_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,18,18_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,32,32_b4_tq_1,Welche Substanz ist reduzierend?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,32,32_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,32,32_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,34,34_b4_tq_1,Welche Substanz ist reduzierend?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,34,34_b4_tq_2,Wo wird Glucose gebildet?,0_0.0,0.0,0,val_unseen_subject_unseen_item
b4,34,34_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,37,37_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,37,37_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,37,37_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,38,38_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,38,38_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,38,38_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,63,63_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,63,63_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,63,63_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,71,71_b4_tq_1,Welche Substanz ist reduzierend?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,71,71_b4_tq_2,Wo wird Glucose gebildet?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,71,71_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,75,75_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,75,75_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,75,75_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,78,78_b4_tq_1,Welche Substanz ist reduzierend?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,78,78_b4_tq_2,Wo wird Glucose gebildet?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,78,78_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,79,79_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,79,79_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,79,79_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,82,82_b4_tq_1,Welche Substanz ist reduzierend?,1_0.0,0.0,1,val_unseen_subject_unseen_item
b4,82,82_b4_tq_2,Wo wird Glucose gebildet?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,82,82_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,84,84_b4_tq_1,Welche Substanz ist reduzierend?,1_0.0,0.0,1,val_unseen_subject_unseen_item
b4,84,84_b4_tq_2,Wo wird Glucose gebildet?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,84,84_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,1_1.0,1.0,1,val_unseen_subject_unseen_item
b4,87,87_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,87,87_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,87,87_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,105,105_b4_tq_1,Welche Substanz ist reduzierend?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,105,105_b4_tq_2,Wo wird Glucose gebildet?,0_1.0,1.0,0,val_unseen_subject_unseen_item
b4,105,105_b4_tq_3,Welches Molekül ist strukturbildend für die Pflanze?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,1,1_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,1,1_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,1,1_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,2,2_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,2,2_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,2,2_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,12,12_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,1_1.0,1.0,1,val_unseen_subject_unseen_item
p0,12,12_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,1_0.0,0.0,1,val_unseen_subject_unseen_item
p0,12,12_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,1_0.0,0.0,1,val_unseen_subject_unseen_item
p0,15,15_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,15,15_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,15,15_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,18,18_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,18,18_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,18,18_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,34,34_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,34,34_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,34,34_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,37,37_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,37,37_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,37,37_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,38,38_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,38,38_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,38,38_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,63,63_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,63,63_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,63,63_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,71,71_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,71,71_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,71,71_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,75,75_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,75,75_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,75,75_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,78,78_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,78,78_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,78,78_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,79,79_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,79,79_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,79,79_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,82,82_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,82,82_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,82,82_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,84,84_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,84,84_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,84,84_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,87,87_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,87,87_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,87,87_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,105,105_p0_tq_1,Warum muss die Umlaufszeit für einen Halbkreis unabhängig vom Radius sein?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p0,105,105_p0_tq_2,Wozu ist das elektrische Feld zwischen den Kammerhälften nötig?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p0,105,105_p0_tq_3,Wozu ist das magnetische Feld in den Kammerhälften nötig?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p4,1,1_p4_tq_1,Wozu kann holografische Interferometrie verwendet werden?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p4,1,1_p4_tq_2,Warum muss das Hologramm am selben Ort bleiben?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p4,1,1_p4_tq_3,Worin äußern sich Änderungen am Objekt?,0_0.0,0.0,0,val_unseen_subject_unseen_item
p4,2,2_p4_tq_1,Wozu kann holografische Interferometrie verwendet werden?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p4,2,2_p4_tq_2,Warum muss das Hologramm am selben Ort bleiben?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p4,2,2_p4_tq_3,Worin äußern sich Änderungen am Objekt?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p4,12,12_p4_tq_1,Wozu kann holografische Interferometrie verwendet werden?,0_1.0,1.0,0,val_unseen_subject_unseen_item
p4,12,12_p4_tq_2,Warum muss das Hologramm am selben Ort bleiben?,0_1.0,1.0,0,val_unseen_subject_unseen_item
